sentence	label 
One plan of which I got wind was calculated to keep us in suspense.	0
Tamara poured water onto the plants.	1
They dismissed as to costly the proposal.	0
The cat is believed to be out of the bag.	1
The man arrived on the train was my brother.	0
Harriet swooned.	1
It was Ann who bought a first edition of Richard III for $1000.	1
I hope that Mary wins.	1
I disliked the boy's playing the piano loudly.	1
What does John wonder Mary bought?	0
Fred likes eggplants, although he likes cabbage too.	1
Joe hoped for Beth to find a solution.	0
I put the book from Edna to Sally.	0
Rory may be eating the muffins.	1
The kids have arrived safely.	1
Tessa cut.	0
Half the doctor that Maxwell's father was sat down.	0
Which packages is it possible that Sam didn't pick up which are to be mailed tomorrow until it had stopped raining?	0
John fed the baby up with rice.	1
What happened was they knew his parents.	0
It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.	0
I sent the devil the salesman.	0
The toast buttered with unsalted butter.	0
Benjamin gave the cloak to Lee.	1
A lot of attention was paid to the matter.	1
The only offer of which I plan to take advantage will give me an eleven month paid vacation.	1
I doubt his sincerity.	1
John didn't see anything.	1
She always clad herself in black.	0
At most three teachers assigned homework.	1
There is likely to be no student absent.	1
Himself laughs.	0
Susan whispered.	1
Everyone keep your mouth shut tighter, the more John eats, OK?	1
An old woman lived in the forest.	1
I walk.	1
Bill married Kathy.	1
Rub the baby with the cloth torn.	1
I resigned because Mary hired someone.	1
What Harriet did was marry Mr Martin.	1
The president could not approve the bill.	1
Ben can be relied on.	1
I gave her so.	0
Gomez's photograph of Pugsley belonging to Lucy.	1
The sing loved peanut butter cookies.	0
Each of the boys fought with the other boys.	1
I said this he left	0
He is the only person that I can rely on.	1
The hat of the man standing over there impressed me greatly.	1
The sea monster drowned the sailors.	1
He can simply not have been working.	1
Who is clever?	1
She was always clad in black.	1
Michelle kept the papers under the desk.	1
This rock is too heavy for me to begin to decide about helping Bob to try to pick up.	0
I have wanted to meet the man who spent so much money planning the assassination of Kennedy for many years.	1
The medal was given to the soldier.	1
Larry hunted the foxes all.	0
Mary prefers that Bill will come.	0
You give every senator enough opportunity and he will succumb to corruption.	0
People are said to do crazier things at higher speeds there by Dorothy than they are by other people.	1
We like our friends and they like our friends too.	1
They're not finding it a stress being in the same office.	1
I demand that John pay more, the more he eats.	1
I've never seen you eat asparagus.	1
He looked up it	0
The phone company billed $10 as me.	0
The man I saw shaved myself.	0
Him loves him	0
He bought a Honda.	1
John knows whose book Mary bought and Tom borrowed from her.	1
It was the director that she said she wants to meet.	1
John remained a student.	1
The sidewalk is straddled by the fence.	1
Who asked which statue which tourist had taken a photo of?	1
I climbed up the tree.	1
The person who John asked for help thinks he is foolish.	1
This book is too dense to be read in one sitting.	1
The time elapsed slowly.	1
How do you wonder whether John said Mary solved the problem?	0
It is rumored that he is on his way out.	1
The more she looked at pictures, the angrier Mary got.	1
Almost no lawyer could answer that question.	1
We saw him beaten by the champion.	1
Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?	0
Beans I don't like.	1
He gave my binoculars to that girl.	1
John learned a lesson.	1
You've said enough to convince me.	1
I have a book.	1
He replied his answer.	0
The matter was paid a lot of attention to.	1
Computer viruses increased in virulence last year.	1
We have many graduate students but this year the graduate director met with any student in the graduate program individually to discuss their progress.	0
Bill pushed Harry along the trail.	1
There is likely to be a letter in the mailbox.	1
John wanted to leave the room happy and leave the room he did happy.	0
What did he reply?	1
All the armies of Europe marched over these fields.	1
How did you eat the cake?	1
Goes John to school?	0
It is after class that John wants to look at your notes.	1
It is crucial for John to show an interest.	1
John looked up the inside of the chimney.	1
Aunt Mary made the boys all a good mother.	0
Who has seen my snorkel?	1
down the hill rolled John.	1
Harriet told Emma the whole story.	1
Mary will complete her exam for an hour.	0
I never met that man who somebody tried to kill.	1
Wash yourselves.	1
Leslie staffed the store with employees.	1
Andy promised to go.	1
Who was it obvious that Plato loved?	1
John didn't hit a home run, but I know a woman who did.	1
The cat had eaten.	1
It was a first edition of Richard III that Ann bought for $1000.	1
John placed behind the counter.	0
Quickly walks went to the store.	0
Who all did you meet when you were in Derry?	1
Stacy left Tucson.	1
Not more reliable a man could be found.	0
John could not leave the town.	1
Gilgamesh didn't leave.	1
The new policy was approved by the executive committee.	1
Oil gushed from the well.	1
The ball lies completely in the box.	1
They eager to leave the meeting.	0
The store staffed with employees.	0
He looked up the number.	1
Enthusiastic golfers with large handicaps can be good company.	1
This theorem will take only five minutes to establish that he proved in 1930.	1
The ball, a man kicked.	1
The dog barked out of the room.	0
A review of this article came out yesterday.	1
An ancient treasure trove was found in this cave.	1
Is there someone who can pledge $1000?	1
Jessica sprayed paint under the table.	1
I heard John's criticism of myself.	0
That bottle of water might.	1
The destruction of the city bothered the Mongols.	1
Two students speak each language.	1
Sandy appears that Kim is happy.	0
I believed there to be three books on the subject.	1
The cup broke.	1
Robert is eager to do his homework.	1
A violent demonstration took place in the main square.	1
The spy became too friendly with his new contacts.	1
Did Harry leave?	1
When did you arrive?	1
The famous mathematician existed a solution to the problem.	0
This girl will not buy bread, will she buy bread?	1
He admires every man.	1
That stone has a hole in the tarpaulin which it is holding down.	0
Aphrodite said he would free the animals and free the animals he will	1
I didn't find any bugs in my bed.	1
Susan whispered for me to come.	1
In the aquarium swam a striped fish.	1
They read the paper.	1
The Red Sox beat, and the Giants were beaten by, different teams.	1
Where did he tell you that he met Mary?	1
The fatter that that he gets bothers him, the more he eats.	0
Who in this class thinks he is smart?	1
If my father, he comes home late, my mother always grills him.	0
Jean is reluctant to leave.	1
I think that person we met last week is insane.	1
Dale said that the lawn was overgrown.	1
That Plato lived in the city of Athens was well-known.	1
Tamara poured the bowl with water.	0
There are less trucks on the motorway this winter.	1
For John to remove the mother is undeniable.	0
Nora sent at the book to Peter.	0
Why she told him is unclear.	1
I will ask you to believe that he tried to force me to give her any money.	0
